,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,total_bedrooms_per_total_rooms
1173,-117.13,32.97,10.0,3486.0,469.0,1700.0,483.0,6.4696,249500.0,0.13453815261044177
1174,-117.13,32.96,15.0,2267.0,292.0,1180.0,289.0,6.712,240200.0,0.12880458756065286
1175,-117.13,32.94,15.0,4846.0,825.0,2797.0,823.0,4.9375,180400.0,0.17024349979364425
1176,-117.13,32.93,16.0,2918.0,444.0,1697.0,444.0,5.3062,195500.0,0.15215901302261822
1177,-117.13,32.92,17.0,1481.0,315.0,1002.0,300.0,3.6196,163400.0,0.21269412559081702
1178,-117.13,32.92,16.0,2173.0,399.0,1460.0,393.0,4.2614,169600.0,0.18361711919005982
1179,-117.13,32.92,16.0,1580.0,241.0,917.0,261.0,4.7266,191100.0,0.15253164556962026
1180,-117.13,32.92,16.0,1565.0,257.0,893.0,239.0,5.5036,192300.0,0.16421725239616614
1181,-117.13,32.91,16.0,3230.0,579.0,1825.0,576.0,4.2969,151200.0,0.17925696594427246
1182,-117.13,32.91,15.0,1450.0,266.0,747.0,290.0,3.6111,196300.0,0.18344827586206897
1183,-117.13,32.9,15.0,2785.0,644.0,1798.0,630.0,3.7156,175200.0,0.23123877917414723
1184,-117.13,32.81,26.0,2119.0,444.0,1202.0,440.0,3.2308,166500.0,0.2095327984898537
1185,-117.13,32.81,19.0,2157.0,554.0,1349.0,535.0,2.7652,177400.0,0.2568382012053778
1186,-117.13,32.8,35.0,2129.0,382.0,1044.0,350.0,3.9732,174900.0,0.17942696101456082
1187,-117.13,32.8,33.0,2731.0,456.0,1263.0,445.0,4.5568,175300.0,0.1669718051995606
1188,-117.13,32.8,15.0,1606.0,375.0,784.0,342.0,3.7237,108300.0,0.23349937733499376
1189,-117.13,32.79,35.0,1458.0,262.0,723.0,257.0,4.2098,174100.0,0.17969821673525377
1190,-117.13,32.77,30.0,2582.0,650.0,1098.0,603.0,2.8281,171700.0,0.2517428350116189
1191,-117.13,32.76,33.0,1591.0,461.0,794.0,425.0,2.6333,140000.0,0.28975487115022
1192,-117.13,32.76,29.0,2568.0,682.0,1191.0,642.0,2.1094,162500.0,0.26557632398753894
1193,-117.13,32.76,27.0,2280.0,695.0,1235.0,664.0,1.9392,142900.0,0.3048245614035088
1194,-117.13,32.76,22.0,2623.0,732.0,1283.0,718.0,2.1563,127100.0,0.27906976744186046
1195,-117.13,32.75,50.0,1476.0,354.0,698.0,354.0,3.0,168800.0,0.23983739837398374
1196,-117.13,32.75,37.0,4142.0,1031.0,1936.0,968.0,2.693,174100.0,0.24891356832448092
1197,-117.13,32.75,31.0,2336.0,656.0,1186.0,609.0,2.5872,130600.0,0.2808219178082192
1198,-117.13,32.75,28.0,2279.0,671.0,1166.0,623.0,1.95,150000.0,0.29442738043001315
1199,-117.13,32.75,24.0,1877.0,519.0,898.0,483.0,2.2264,112500.0,0.2765050612679808
1200,-117.13,32.75,23.0,3999.0,1182.0,2051.0,1130.0,2.1292,135000.0,0.2955738934733683
1201,-117.13,32.75,20.0,2271.0,602.0,992.0,520.0,2.2599,157600.0,0.2650814619110524
1202,-117.13,32.74,52.0,1512.0,321.0,651.0,321.0,3.6852,185300.0,0.2123015873015873
1203,-117.13,32.74,50.0,1527.0,338.0,728.0,322.0,2.625,203200.0,0.22134905042567124
1204,-117.13,32.74,46.0,3355.0,768.0,1457.0,708.0,2.6604,170100.0,0.22891207153502235
1205,-117.13,32.73,52.0,2676.0,557.0,1181.0,537.0,3.6058,213100.0,0.20814648729446936
1206,-117.13,32.73,52.0,1911.0,415.0,777.0,412.0,2.2429,221100.0,0.21716378859236002
1207,-117.13,32.73,52.0,1148.0,214.0,481.0,215.0,5.454,240900.0,0.18641114982578397
1208,-117.13,32.73,43.0,2706.0,667.0,1531.0,614.0,2.1513,145000.0,0.24648928307464893
1209,-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0,0.2955665024630542
1210,-117.13,32.72,52.0,1560.0,307.0,757.0,315.0,2.7083,199100.0,0.1967948717948718
1211,-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2.4821,140600.0,0.23333333333333334
1212,-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0,0.28356850250341376
1213,-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,0.3243847874720358
1214,-117.13,32.72,17.0,1285.0,423.0,1208.0,409.0,1.758,126600.0,0.3291828793774319
1215,-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,1.5474,83300.0,0.24337065409546257
1216,-117.13,32.71,42.0,1145.0,314.0,1114.0,307.0,1.2614,87500.0,0.274235807860262
1217,-117.13,32.71,38.0,993.0,246.0,760.0,205.0,1.1563,82700.0,0.24773413897280966
1218,-117.13,32.71,37.0,1220.0,325.0,1472.0,323.0,1.825,81500.0,0.26639344262295084
1219,-117.13,32.71,35.0,614.0,180.0,691.0,164.0,1.6953,81300.0,0.2931596091205212
1220,-117.13,32.7,48.0,786.0,230.0,917.0,231.0,1.875,75600.0,0.2926208651399491
1221,-117.13,32.7,42.0,1210.0,292.0,945.0,258.0,0.8991,78900.0,0.2413223140495868
1222,-117.13,32.7,38.0,1445.0,392.0,1286.0,357.0,1.4632,80200.0,0.271280276816609
1223,-117.13,32.7,35.0,1179.0,344.0,1372.0,330.0,1.9509,70200.0,0.2917726887192536
1224,-117.13,32.63,10.0,7374.0,1157.0,1900.0,794.0,8.7991,478500.0,0.15690263086520206
1225,-117.13,32.58,32.0,1870.0,437.0,1142.0,426.0,2.3194,159400.0,0.23368983957219253
1226,-117.13,32.58,27.0,1417.0,373.0,814.0,348.0,2.3603,195300.0,0.26323218066337334
1227,-117.14,34.75,33.0,552.0,120.0,347.0,97.0,1.8158,100000.0,0.21739130434782608
1228,-117.14,34.07,3.0,5542.0,828.0,2506.0,806.0,5.5875,162000.0,0.14940454709491158
1229,-117.14,34.05,5.0,2634.0,359.0,1173.0,372.0,6.746,204100.0,0.13629460895975704
1230,-117.14,34.01,26.0,7561.0,1051.0,2909.0,1012.0,7.2972,269600.0,0.13900277741039546
1231,-117.14,33.94,5.0,4873.0,639.0,1947.0,568.0,6.3223,223200.0,0.13113072029550585
1232,-117.14,33.39,17.0,2889.0,587.0,1931.0,510.0,3.8547,208300.0,0.20318449290411908
1233,-117.14,33.23,11.0,4068.0,829.0,918.0,500.0,3.1272,281300.0,0.20378564405113078
1234,-117.14,33.18,11.0,5546.0,974.0,2300.0,970.0,3.7109,199800.0,0.17562206996033178
1235,-117.14,33.16,16.0,1660.0,236.0,733.0,214.0,5.6874,202700.0,0.14216867469879518
1236,-117.14,33.15,17.0,1149.0,182.0,702.0,192.0,5.5696,168400.0,0.15839860748476936
1237,-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5.0346,174600.0,0.1753764393268379
1238,-117.14,33.12,7.0,6126.0,1032.0,2662.0,923.0,4.9005,264000.0,0.168462291870715
1239,-117.14,33.07,12.0,9302.0,1603.0,4074.0,1504.0,4.3513,199600.0,0.17232853149860244
1240,-117.14,32.96,12.0,5949.0,799.0,2936.0,781.0,6.3721,241500.0,0.13430828710707682
1241,-117.14,32.93,16.0,2412.0,419.0,1612.0,422.0,4.5086,171100.0,0.17371475953565504
1242,-117.14,32.93,14.0,1946.0,463.0,1205.0,390.0,4.2109,171200.0,0.23792394655704008
1243,-117.14,32.93,12.0,1474.0,364.0,1009.0,372.0,4.0521,166700.0,0.24694708276797828
1244,-117.14,32.92,7.0,1308.0,418.0,766.0,390.0,3.2151,106300.0,0.3195718654434251
1245,-117.14,32.92,6.0,3069.0,750.0,1541.0,736.0,3.814,132500.0,0.24437927663734116
1246,-117.14,32.92,15.0,3242.0,595.0,1936.0,593.0,4.9706,184700.0,0.18352868599629857
1247,-117.14,32.91,14.0,3014.0,710.0,2165.0,705.0,3.7837,160300.0,0.23556735235567353
1248,-117.14,32.83,25.0,2161.0,462.0,896.0,468.0,2.2284,177500.0,0.21378991207774178
1249,-117.14,32.81,34.0,1748.0,294.0,800.0,294.0,4.4886,179100.0,0.16819221967963388
1250,-117.14,32.8,41.0,2423.0,469.0,1813.0,466.0,2.1157,156900.0,0.19356170037144035
1251,-117.14,32.8,35.0,1267.0,212.0,710.0,204.0,2.5368,169600.0,0.16732438831886345
1252,-117.14,32.79,35.0,3578.0,582.0,1568.0,553.0,4.7813,188600.0,0.1626607043040805
1253,-117.14,32.79,31.0,984.0,161.0,422.0,158.0,5.282,183000.0,0.16361788617886178
1254,-117.14,32.76,35.0,1785.0,493.0,965.0,506.0,2.0792,160000.0,0.2761904761904762
1255,-117.14,32.76,32.0,2587.0,681.0,1246.0,650.0,2.1727,145500.0,0.26323927328952457
1256,-117.14,32.76,28.0,3025.0,756.0,1328.0,695.0,2.694,164100.0,0.24991735537190082
1257,-117.14,32.76,24.0,3523.0,991.0,1775.0,873.0,2.1273,142300.0,0.2812943514050525
1258,-117.14,32.75,37.0,1832.0,525.0,955.0,488.0,2.7852,129200.0,0.2865720524017467
1259,-117.14,32.75,35.0,1391.0,329.0,726.0,317.0,2.6818,159400.0,0.23652048885693747
1260,-117.14,32.75,29.0,1961.0,565.0,1002.0,569.0,2.2813,118100.0,0.28811830698623153
1261,-117.14,32.75,27.0,1551.0,464.0,880.0,400.0,2.4167,131300.0,0.29916183107672467
1262,-117.14,32.74,47.0,1494.0,327.0,689.0,304.0,3.125,172700.0,0.21887550200803213
1263,-117.14,32.74,16.0,6075.0,1816.0,2592.0,1634.0,2.5553,178100.0,0.29893004115226335
1264,-117.14,32.73,26.0,450.0,132.0,317.0,109.0,4.0,137500.0,0.29333333333333333
1265,-117.14,32.72,43.0,1073.0,344.0,660.0,279.0,2.0529,168800.0,0.320596458527493
1266,-117.14,32.72,42.0,1558.0,458.0,1227.0,407.0,2.2804,139100.0,0.2939666238767651
1267,-117.14,32.72,34.0,2533.0,862.0,2011.0,778.0,2.1199,160400.0,0.34030793525463876
1268,-117.14,32.71,52.0,979.0,314.0,975.0,297.0,1.2375,100000.0,0.32073544433094997
1269,-117.14,32.71,52.0,800.0,313.0,1337.0,282.0,1.5594,87500.0,0.39125
1270,-117.14,32.71,52.0,1225.0,332.0,955.0,321.0,1.6011,106300.0,0.2710204081632653
1271,-117.14,32.71,43.0,966.0,255.0,857.0,208.0,1.2841,72000.0,0.2639751552795031
1272,-117.14,32.71,39.0,1647.0,478.0,2176.0,479.0,1.7642,82900.0,0.29022465088038857
1273,-117.14,32.71,34.0,1694.0,455.0,1467.0,425.0,2.1164,139400.0,0.26859504132231404
1274,-117.14,32.7,48.0,510.0,180.0,545.0,132.0,1.8008,86500.0,0.35294117647058826
1275,-117.14,32.7,44.0,658.0,218.0,869.0,212.0,1.9338,89400.0,0.331306990881459
1276,-117.14,32.7,43.0,1126.0,289.0,1132.0,294.0,2.1875,87000.0,0.2566607460035524
1277,-117.14,32.7,40.0,1227.0,330.0,1199.0,316.0,1.2188,92500.0,0.26894865525672373
1278,-117.14,32.7,36.0,633.0,148.0,557.0,139.0,1.5729,82700.0,0.23380726698262244
1279,-117.14,32.7,32.0,1280.0,353.0,1335.0,330.0,1.6023,77300.0,0.27578125
1280,-117.15,34.83,30.0,5370.0,1062.0,2778.0,944.0,3.099,66800.0,0.19776536312849163
1281,-117.15,34.48,31.0,265.0,55.0,186.0,55.0,2.125,64800.0,0.20754716981132076
1282,-117.15,34.22,10.0,1039.0,174.0,317.0,109.0,7.2371,171900.0,0.16746871992300288
1283,-117.15,34.07,15.0,1852.0,316.0,906.0,298.0,5.3526,129800.0,0.17062634989200864
1284,-117.15,34.06,25.0,3670.0,644.0,1815.0,634.0,4.0658,127400.0,0.17547683923705723
1285,-117.15,34.05,9.0,1442.0,219.0,633.0,230.0,5.0227,162300.0,0.15187239944521497
1286,-117.15,34.03,32.0,2832.0,393.0,1033.0,385.0,6.5648,237200.0,0.13877118644067796
1287,-117.15,34.03,26.0,5305.0,701.0,1818.0,676.0,6.1461,217100.0,0.13213949104618283
1288,-117.15,33.7,2.0,6305.0,1265.0,2489.0,1152.0,3.1319,111500.0,0.2006344171292625
1289,-117.15,33.45,4.0,9089.0,1413.0,3886.0,1243.0,4.6904,174200.0,0.15546264715590274
1290,-117.15,33.2,16.0,2690.0,459.0,1253.0,393.0,4.0328,294600.0,0.17063197026022306
1291,-117.15,33.16,5.0,4750.0,962.0,2726.0,905.0,3.5839,158500.0,0.2025263157894737
1292,-117.15,33.14,15.0,1070.0,208.0,470.0,217.0,2.3062,158900.0,0.19439252336448598
1293,-117.15,33.02,4.0,15029.0,2279.0,5613.0,1696.0,7.2731,450400.0,0.15164016235278463
1294,-117.15,32.92,16.0,2969.0,514.0,1594.0,465.0,4.5221,168300.0,0.17312226338834624
1295,-117.15,32.92,16.0,1972.0,402.0,1377.0,413.0,4.4615,168300.0,0.20385395537525355
1296,-117.15,32.91,15.0,1613.0,303.0,702.0,240.0,4.875,169300.0,0.18784872907625544
1297,-117.15,32.91,10.0,2349.0,431.0,1598.0,435.0,4.8229,183200.0,0.18348233290762025
1298,-117.15,32.8,41.0,1413.0,261.0,1070.0,259.0,2.3578,166700.0,0.18471337579617833
1299,-117.15,32.8,23.0,2395.0,476.0,2284.0,488.0,3.7292,146300.0,0.1987473903966597
1300,-117.15,32.78,25.0,1577.0,266.0,611.0,284.0,5.25,205100.0,0.1686746987951807
1301,-117.15,32.77,16.0,2056.0,631.0,847.0,569.0,2.9576,92200.0,0.30690661478599224
1302,-117.15,32.76,43.0,2361.0,489.0,824.0,470.0,3.4196,302200.0,0.2071156289707751
1303,-117.15,32.76,40.0,1809.0,474.0,826.0,456.0,2.6518,179800.0,0.2620232172470978
1304,-117.15,32.76,37.0,1921.0,502.0,811.0,472.0,2.75,175000.0,0.26132222800624677
1305,-117.15,32.76,36.0,2644.0,674.0,1211.0,654.0,3.0445,214800.0,0.25491679273827533
1306,-117.15,32.75,9.0,2818.0,821.0,851.0,555.0,2.6181,204200.0,0.2913413768630234
1307,-117.15,32.75,27.0,3166.0,867.0,1332.0,817.0,2.6742,171400.0,0.27384712571067593
1308,-117.15,32.74,43.0,2383.0,607.0,962.0,587.0,2.2578,263600.0,0.2547209399916072
1309,-117.15,32.72,52.0,344.0,177.0,460.0,147.0,1.2292,137500.0,0.5145348837209303
1310,-117.15,32.72,51.0,1321.0,550.0,781.0,499.0,1.3071,250000.0,0.41635124905374715
1311,-117.15,32.71,52.0,402.0,183.0,557.0,172.0,1.3125,87500.0,0.4552238805970149
1312,-117.15,32.71,52.0,217.0,82.0,531.0,93.0,1.6607,137500.0,0.3778801843317972
1313,-117.15,32.7,52.0,458.0,148.0,1283.0,166.0,1.2863,86300.0,0.3231441048034934
1314,-117.15,32.7,50.0,475.0,172.0,483.0,120.0,1.3657,162500.0,0.36210526315789476
1315,-117.16,34.9,16.0,1579.0,327.0,934.0,298.0,2.7305,73800.0,0.2070930968967701
1316,-117.16,34.26,27.0,9285.0,1621.0,1135.0,410.0,2.5446,135200.0,0.17458266020463112
1317,-117.16,34.08,9.0,5306.0,993.0,2630.0,925.0,4.51,135800.0,0.18714662646061064
1318,-117.16,34.06,17.0,2285.0,554.0,1412.0,541.0,1.8152,94300.0,0.2424507658643326
1319,-117.16,34.05,23.0,3215.0,462.0,1411.0,435.0,6.0701,149900.0,0.143701399688958
1320,-117.16,33.61,3.0,2744.0,428.0,1223.0,366.0,4.7944,215300.0,0.15597667638483964
1321,-117.16,33.57,2.0,20391.0,3245.0,7132.0,2716.0,3.9443,187300.0,0.1591388357608749
1322,-117.16,33.54,4.0,4952.0,1000.0,2912.0,943.0,3.7538,147500.0,0.20193861066235863
1323,-117.16,33.06,16.0,1988.0,279.0,770.0,252.0,5.8661,404500.0,0.1403420523138833
1324,-117.16,32.91,5.0,1619.0,272.0,1063.0,296.0,6.0891,214600.0,0.16800494132180357
1325,-117.16,32.89,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,189100.0,0.22761194029850745
1326,-117.16,32.82,28.0,2291.0,371.0,1098.0,382.0,4.6875,188000.0,0.16193801833260585
1327,-117.16,32.81,34.0,2275.0,375.0,1021.0,379.0,3.6371,176300.0,0.16483516483516483
1328,-117.16,32.81,14.0,4328.0,1100.0,2046.0,1044.0,2.2899,159000.0,0.2541589648798521
1329,-117.16,32.8,37.0,422.0,79.0,211.0,80.0,3.0625,159700.0,0.1872037914691943
1330,-117.16,32.8,25.0,1399.0,329.0,1308.0,355.0,2.5682,187500.0,0.23516797712651893
1331,-117.16,32.8,22.0,2259.0,634.0,1213.0,601.0,2.5,177800.0,0.28065515714918104
1332,-117.16,32.79,32.0,1731.0,413.0,1569.0,427.0,3.3375,154300.0,0.2385904101675332
1333,-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,3.6375,178600.0,0.2145260796410544
1334,-117.16,32.75,49.0,1566.0,494.0,643.0,419.0,1.9637,137500.0,0.31545338441890164
1335,-117.16,32.75,34.0,1785.0,558.0,804.0,490.0,2.2687,200000.0,0.3126050420168067
1336,-117.16,32.75,23.0,2474.0,594.0,1107.0,536.0,2.9705,245500.0,0.2400970088924818
1337,-117.16,32.75,19.0,5430.0,1593.0,2496.0,1484.0,2.9112,199100.0,0.29337016574585634
1338,-117.16,32.74,52.0,852.0,262.0,389.0,249.0,2.6042,225000.0,0.3075117370892019
1339,-117.16,32.74,49.0,1815.0,495.0,601.0,410.0,3.0571,418800.0,0.2727272727272727
1340,-117.16,32.74,43.0,1437.0,406.0,692.0,379.0,3.1979,466700.0,0.2825330549756437
1341,-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,261500.0,0.2586723768736617
1342,-117.16,32.74,21.0,1882.0,486.0,903.0,482.0,3.06,243800.0,0.25823591923485656
1343,-117.16,32.73,52.0,1682.0,617.0,873.0,534.0,2.0972,112500.0,0.36682520808561236
1344,-117.16,32.73,52.0,1218.0,471.0,821.0,429.0,1.9597,200000.0,0.3866995073891626
1345,-117.16,32.72,27.0,1245.0,471.0,653.0,451.0,1.2668,225000.0,0.3783132530120482
1346,-117.16,32.72,24.0,1232.0,663.0,1184.0,626.0,1.0391,162500.0,0.5381493506493507
1347,-117.16,32.71,5.0,2508.0,827.0,2066.0,761.0,1.3092,325000.0,0.32974481658692184
1348,-117.16,32.58,36.0,1940.0,399.0,1076.0,382.0,3.3906,147800.0,0.2056701030927835
1349,-117.17,34.51,15.0,5151.0,942.0,2896.0,897.0,3.4875,90800.0,0.18287711124053582
1350,-117.17,34.49,13.0,4460.0,925.0,2225.0,840.0,2.0136,94100.0,0.20739910313901344
1351,-117.17,34.25,15.0,4236.0,753.0,703.0,255.0,3.5625,165500.0,0.17776203966005666
1352,-117.17,34.12,3.0,15695.0,2248.0,6080.0,1920.0,6.2178,173900.0,0.1432303281299777
1353,-117.17,34.12,2.0,3867.0,573.0,1275.0,433.0,5.4138,164400.0,0.14817688130333592
1354,-117.17,34.08,5.0,1473.0,228.0,842.0,257.0,4.875,138100.0,0.15478615071283094
1355,-117.17,34.07,24.0,6573.0,1235.0,2904.0,1202.0,3.0651,108000.0,0.18788985242659365
1356,-117.17,34.05,29.0,4007.0,700.0,1576.0,696.0,3.1801,149300.0,0.1746942850012478
1357,-117.17,34.05,24.0,2877.0,507.0,1141.0,474.0,4.2059,121500.0,0.1762252346193952
1358,-117.17,34.03,33.0,4583.0,648.0,1760.0,638.0,6.3308,230600.0,0.1413921012437268
1359,-117.17,33.83,7.0,77.0,12.0,64.0,15.0,4.6,187500.0,0.15584415584415584
1360,-117.17,33.66,2.0,7401.0,1187.0,2826.0,839.0,4.1386,177300.0,0.16038373192811783
1361,-117.17,33.34,15.0,3313.0,679.0,1022.0,564.0,2.7986,189900.0,0.2049501961968005
1362,-117.17,33.18,25.0,596.0,115.0,426.0,137.0,3.0221,214300.0,0.1929530201342282
1363,-117.17,32.83,24.0,3541.0,530.0,1591.0,530.0,5.3538,212500.0,0.14967523298503246
1364,-117.17,32.82,24.0,1623.0,417.0,911.0,397.0,2.7401,198100.0,0.25693160813308685
1365,-117.17,32.82,24.0,1569.0,377.0,715.0,321.0,3.1146,187500.0,0.2402804333970682
1366,-117.17,32.81,33.0,3064.0,506.0,1355.0,488.0,4.22,178700.0,0.16514360313315926
1367,-117.17,32.81,26.0,2424.0,388.0,974.0,375.0,4.739,184100.0,0.16006600660066006
1368,-117.17,32.8,20.0,2827.0,554.0,1822.0,536.0,3.4706,157600.0,0.19596745666784576
1369,-117.17,32.79,44.0,2262.0,647.0,3009.0,657.0,2.2663,123600.0,0.28603006189213087
1370,-117.17,32.79,43.0,1269.0,297.0,946.0,285.0,2.1447,133300.0,0.23404255319148937
1371,-117.17,32.78,42.0,1104.0,305.0,892.0,270.0,2.2768,145200.0,0.276268115942029
1372,-117.17,32.78,17.0,3845.0,1051.0,3102.0,944.0,2.3658,164100.0,0.27334200260078023
1373,-117.17,32.77,6.0,3856.0,875.0,1547.0,816.0,4.5481,164800.0,0.22691908713692946
1374,-117.17,32.77,35.0,1399.0,274.0,695.0,281.0,3.767,166800.0,0.1958541815582559
1375,-117.17,32.75,52.0,1052.0,239.0,381.0,201.0,3.0726,289600.0,0.22718631178707224
1376,-117.17,32.75,38.0,5430.0,1176.0,2357.0,1100.0,3.654,249000.0,0.2165745856353591
1377,-117.17,32.75,28.0,1514.0,384.0,540.0,352.0,2.1532,240000.0,0.2536327608982827
1378,-117.17,32.74,39.0,3803.0,806.0,1567.0,775.0,3.7039,361500.0,0.21193794372863528
1379,-117.17,32.74,38.0,5054.0,1168.0,2366.0,1103.0,2.9422,289400.0,0.23110407597942223
1380,-117.17,32.73,52.0,55.0,18.0,65.0,22.0,1.6591,112500.0,0.32727272727272727
1381,-117.17,32.73,52.0,408.0,143.0,313.0,143.0,1.815,116700.0,0.35049019607843135
1382,-117.17,32.73,52.0,1578.0,487.0,879.0,446.0,2.4069,215000.0,0.3086185044359949
1383,-117.17,32.72,44.0,626.0,256.0,572.0,229.0,1.5909,262500.0,0.40894568690095845
1384,-117.17,32.71,7.0,2493.0,693.0,951.0,641.0,4.2375,205000.0,0.2779783393501805
1385,-117.17,32.71,39.0,311.0,181.0,206.0,113.0,0.7685,187500.0,0.5819935691318328
1386,-117.17,32.7,33.0,4084.0,897.0,1804.0,833.0,4.0488,409700.0,0.21963761018609207
1387,-117.17,32.69,45.0,3168.0,598.0,1341.0,562.0,4.5189,422200.0,0.18876262626262627
1388,-117.17,32.69,40.0,2236.0,331.0,767.0,316.0,5.3177,500001.0,0.14803220035778175
1389,-117.17,32.69,19.0,2802.0,802.0,1159.0,597.0,4.7891,334600.0,0.2862241256245539
1390,-117.17,32.68,16.0,5895.0,1424.0,873.0,522.0,7.3669,187500.0,0.24156064461407972
1391,-117.17,32.63,26.0,1617.0,279.0,2745.0,250.0,3.5357,67500.0,0.1725417439703154
1392,-117.18,34.54,5.0,3772.0,619.0,2097.0,635.0,3.8194,98500.0,0.16410392364793214
1393,-117.18,34.3,33.0,399.0,87.0,71.0,27.0,1.875,71300.0,0.21804511278195488
1394,-117.18,34.08,28.0,2243.0,399.0,1464.0,379.0,3.2105,90300.0,0.17788675880517166
1395,-117.18,34.07,7.0,1347.0,301.0,799.0,276.0,2.9485,112500.0,0.22345953971789162
1396,-117.18,34.07,28.0,1306.0,279.0,885.0,255.0,2.1154,75300.0,0.21362940275650844
1397,-117.18,34.07,14.0,1258.0,245.0,752.0,264.0,3.3924,97400.0,0.19475357710651828
1398,-117.18,34.06,28.0,699.0,180.0,432.0,168.0,2.1875,81900.0,0.2575107296137339
1399,-117.18,34.06,26.0,1953.0,446.0,1284.0,414.0,1.3485,85100.0,0.22836661546338966
1400,-117.18,34.05,52.0,1820.0,342.0,601.0,315.0,2.6129,137000.0,0.1879120879120879
1401,-117.18,34.05,29.0,3436.0,731.0,1323.0,676.0,2.4943,122300.0,0.2127473806752037
1402,-117.18,34.04,38.0,2492.0,381.0,1003.0,369.0,3.6875,152800.0,0.1528892455858748
1403,-117.18,33.78,7.0,1697.0,424.0,808.0,354.0,1.3417,169300.0,0.2498526812021214
1404,-117.18,33.51,13.0,270.0,42.0,120.0,42.0,6.993,500001.0,0.15555555555555556
1405,-117.18,33.16,15.0,5923.0,1206.0,3943.0,1006.0,3.1793,159900.0,0.20361303393550564
1406,-117.18,33.15,7.0,6225.0,1683.0,5410.0,1580.0,2.32,117500.0,0.27036144578313254
1407,-117.18,33.11,16.0,3470.0,601.0,1197.0,552.0,5.1814,279900.0,0.17319884726224785
1408,-117.18,32.95,4.0,19001.0,2688.0,8980.0,2441.0,6.3237,260900.0,0.14146623861902005
1409,-117.18,32.84,31.0,3064.0,575.0,1476.0,549.0,3.6667,175900.0,0.18766318537859009
1410,-117.18,32.84,30.0,2290.0,523.0,1272.0,472.0,3.5606,165100.0,0.22838427947598253
1411,-117.18,32.83,31.0,1772.0,353.0,1090.0,350.0,3.9265,162000.0,0.1992099322799097
1412,-117.18,32.83,27.0,2346.0,399.0,1105.0,373.0,4.2708,182800.0,0.170076726342711
1413,-117.18,32.82,25.0,1756.0,301.0,722.0,312.0,4.5625,162300.0,0.1714123006833713
1414,-117.18,32.81,28.0,3436.0,537.0,1503.0,498.0,4.7679,204000.0,0.15628637951105936
1415,-117.18,32.81,19.0,6823.0,1509.0,3784.0,1509.0,3.1032,179500.0,0.22116371097757584
1416,-117.18,32.8,30.0,2456.0,390.0,1022.0,393.0,3.8542,198500.0,0.15879478827361562
1417,-117.18,32.8,10.0,3821.0,631.0,1605.0,609.0,5.5454,217100.0,0.16514001570269563
1418,-117.18,32.79,30.0,5201.0,1104.0,2961.0,1064.0,3.2661,140400.0,0.21226687175543166
1419,-117.18,32.78,21.0,4185.0,1018.0,3122.0,993.0,3.0481,210000.0,0.24324970131421744
1420,-117.18,32.77,23.0,1215.0,225.0,592.0,224.0,3.4,200600.0,0.18518518518518517
1421,-117.18,32.77,16.0,2374.0,780.0,913.0,705.0,2.7386,87500.0,0.32855939342881213
1422,-117.18,32.76,8.0,3694.0,997.0,1297.0,807.0,3.6492,158900.0,0.2698971304818625
1423,-117.18,32.76,17.0,711.0,254.0,327.0,227.0,2.6493,67500.0,0.35724331926863573
1424,-117.18,32.75,52.0,1539.0,212.0,535.0,224.0,5.392,408500.0,0.13775178687459388
1425,-117.18,32.75,52.0,1504.0,208.0,518.0,196.0,8.603,459600.0,0.13829787234042554
1426,-117.18,32.75,36.0,2282.0,534.0,918.0,531.0,2.7222,284700.0,0.23400525854513585
1427,-117.18,32.74,39.0,3132.0,738.0,1200.0,690.0,2.5288,274000.0,0.23563218390804597
1428,-117.18,32.69,52.0,1837.0,313.0,668.0,300.0,5.1009,500001.0,0.17038649972781708
1429,-117.18,32.69,48.0,2764.0,491.0,978.0,449.0,5.1249,432400.0,0.1776410998552822
1430,-117.18,32.69,44.0,2819.0,514.0,1258.0,503.0,4.4777,452800.0,0.18233416105001773
1431,-117.18,32.69,37.0,3112.0,716.0,1304.0,674.0,3.2121,320800.0,0.2300771208226221
1432,-117.19,34.27,16.0,7961.0,1147.0,879.0,280.0,5.2146,255200.0,0.14407737721391786
1433,-117.19,34.1,5.0,2167.0,384.0,1174.0,358.0,4.0114,97700.0,0.17720350715274574
1434,-117.19,34.08,5.0,4458.0,751.0,2392.0,773.0,4.5938,126500.0,0.16846119336025123
1435,-117.19,34.08,22.0,2467.0,555.0,1567.0,494.0,2.6536,84700.0,0.224969598702878
1436,-117.19,34.07,40.0,2374.0,500.0,1772.0,455.0,2.189,72500.0,0.21061499578770007
1437,-117.19,34.06,37.0,1467.0,348.0,1316.0,339.0,1.448,72800.0,0.23721881390593047
